,epoch,val_loss
0,0.0,407.62164306640625
1,1.0,386.9087829589844
2,2.0,390.6285705566406
3,3.0,393.69512939453125
4,4.0,383.5216369628906
5,5.0,387.2633972167969
6,6.0,389.5672912597656
7,7.0,390.6664123535156
8,8.0,390.4103698730469
9,9.0,360.2532043457031
